,Unnamed: 0,orderid,shopid,userid,event_time
20765,62351,31240758620404,9374147,13723614,2019-12-28 21:59:18
20767,62369,31163025435087,147941492,204746857,2019-12-28 00:23:45
20768,62372,31206606797945,61556313,191129666,2019-12-28 12:30:06
20770,62378,31184711128210,154074176,40665068,2019-12-28 06:25:12
20772,62382,31230158163942,61556313,202126026,2019-12-28 19:02:38
20773,62387,31162033097979,157607264,146571238,2019-12-28 00:07:14
20774,62392,31232018750805,87828817,203612787,2019-12-28 19:33:38
20775,62394,31211866392977,61556313,180910808,2019-12-28 13:57:46
20776,62397,31173114497220,47415942,188765363,2019-12-28 03:11:54
20778,62402,31216847330994,192785588,74606103,2019-12-28 15:20:48
20779,62404,31242570265412,195870375,105935455,2019-12-28 22:29:30
20780,62406,31208630719378,66861410,10022729,2019-12-28 13:03:50
20781,62411,31191691623874,61776750,197315042,2019-12-28 08:21:31
20782,62412,31213411285286,61556313,2980390,2019-12-28 14:23:31
20783,62415,31215730948066,147941492,892492,2019-12-28 15:02:10
20784,62422,31204743165064,92566917,33143802,2019-12-28 11:59:03
20785,62423,31216065659543,132834615,56953218,2019-12-28 15:07:45
20786,62427,31202185078160,156498720,214585889,2019-12-28 11:16:25
20788,62433,31236789205914,102111330,213056442,2019-12-28 20:53:10
20789,62447,31237840944446,119690532,42962671,2019-12-28 21:10:40
20790,62449,31216604976161,61556313,184552763,2019-12-28 15:16:44
20791,62458,31205660686642,12078788,270692,2019-12-28 12:14:20
20792,62463,31239467537815,91799978,125806918,2019-12-28 21:37:47
20795,62471,31164066578295,51831798,57928046,2019-12-28 00:41:06
20796,62481,31138419587397,61556313,12430014,2019-12-27 17:33:39
20797,62490,31150868991811,75632239,209461518,2019-12-27 21:01:08
20798,62491,31080709937702,26974701,62738534,2019-12-27 01:31:49
20799,62493,31075727375084,102111330,18664569,2019-12-27 00:08:47
20800,62497,31082414352372,92566917,175336440,2019-12-27 02:00:15
20802,62499,31129490876765,147941492,80717776,2019-12-27 15:04:51
20803,62503,31127854591074,147941492,190640339,2019-12-27 14:37:34
20804,62511,31142250848616,95139064,87217833,2019-12-27 18:37:31
20805,62512,31133919186861,131387639,21407302,2019-12-27 16:18:40
20806,62514,31148168893720,61556313,15428285,2019-12-27 20:16:08
20808,62519,31076138890848,61556313,213908078,2019-12-27 00:15:39
20809,62520,31105225896324,147941492,139667046,2019-12-27 08:20:25
20812,62529,31146147527946,73692987,27391270,2019-12-27 19:42:27
20813,62530,31132748383208,89768730,102354576,2019-12-27 15:59:09
20814,62531,31155609943984,43412276,188025647,2019-12-27 22:20:09
20815,62534,31119850101999,147941492,209608762,2019-12-27 12:24:11
20817,62537,31142294830969,178273138,149436999,2019-12-27 18:38:15
20818,62538,31126002954881,54615708,104583836,2019-12-27 14:06:42
20822,62551,31151653249396,48834674,12699310,2019-12-27 21:14:14
20823,62557,31089944674013,61556313,1256756,2019-12-27 04:05:45
20824,62560,31159370662617,32504026,81572302,2019-12-27 23:22:50
20826,62562,31122977645013,147941492,114753963,2019-12-27 13:16:17
20829,62570,31116312988831,163014475,177109885,2019-12-27 11:25:13
20830,62575,31121432873910,126587078,136705021,2019-12-27 12:50:33
20831,62578,31115853708705,147941492,156555660,2019-12-27 11:17:33
20832,62579,31127515019919,25924280,152781570,2019-12-27 14:31:55
20833,62580,31130590587027,89768730,61660646,2019-12-27 15:23:10
20835,62582,31092642287379,154074176,193910130,2019-12-27 04:50:43
20837,62588,31077837302748,61556313,2273185,2019-12-27 00:43:57
20838,62589,31124578672423,61359433,58855210,2019-12-27 13:42:58
20839,62590,31102395400600,61556313,197252153,2019-12-27 07:33:15
20840,62591,31109261454587,137739819,117166413,2019-12-27 09:27:41
20842,62596,31118783487056,147941492,183585276,2019-12-27 12:06:23
20843,62602,31127498848981,823357,31485304,2019-12-27 14:31:39
20844,62603,31136108054778,167068287,57630695,2019-12-27 16:55:08
20845,62604,31089620770597,99836251,214236745,2019-12-27 04:00:21
20846,62606,31086128445439,61556313,1319627,2019-12-27 03:02:08
20848,62612,31159748837209,147941492,206578227,2019-12-27 23:29:09
20849,62613,31078617452277,61556313,185099872,2019-12-27 00:56:57
20855,62625,31114290506451,51960315,131755250,2019-12-27 10:51:30
20856,62626,31136818013473,147941492,23359077,2019-12-27 17:06:58
20857,62627,31086122406015,24013303,155227720,2019-12-27 03:02:02
20858,62638,31151954118709,54615708,108197700,2019-12-27 21:19:14
20859,62640,31128079697492,147941492,175668021,2019-12-27 14:41:19
20860,62643,31142916809096,133255677,42865691,2019-12-27 18:48:37
20863,62646,31148908608540,41056024,3960634,2019-12-27 20:28:28
20864,62647,31078690646688,97084589,197883557,2019-12-27 00:58:10
20865,62651,31077193676114,61556313,214190250,2019-12-27 00:33:14
20869,62657,31101559399236,61556313,103363560,2019-12-27 07:19:19
20870,62659,31115665459971,147941492,21159008,2019-12-27 11:14:25
20871,62661,31131057385883,137739819,118197141,2019-12-27 15:30:57
20872,62668,31083080651227,11896733,54992026,2019-12-27 02:11:21
20873,62670,31108638595912,195870375,105935455,2019-12-27 09:17:18
20874,62675,31158194944078,134946458,137889170,2019-12-27 23:03:14
20875,62678,31106311577665,147941492,191945942,2019-12-27 08:38:31
20876,62680,31110622267249,61556313,155955632,2019-12-27 09:50:23
20877,62682,31158217212813,13026492,192733328,2019-12-27 23:03:37
20878,62689,31141023364659,43412276,160877099,2019-12-27 18:17:03
20879,62690,31139783650210,21534934,176876426,2019-12-27 17:56:24
20880,62691,31084736794274,66391375,27660422,2019-12-27 02:38:57
20881,62692,31101899699990,61556313,85687727,2019-12-27 07:24:59
20882,62695,31144341399051,4149345,5710480,2019-12-27 19:12:21
20883,62697,31118114580331,54615708,59398184,2019-12-27 11:55:15
20884,62704,31102121278028,10287,101491761,2019-12-27 07:28:42
20885,62706,31101412740460,181050132,18504699,2019-12-27 07:16:52
20886,62710,31120281286516,54615708,667333,2019-12-27 12:31:22
20888,62715,31120834623354,84301799,197291734,2019-12-27 12:40:35
20889,62718,31081434328208,147941492,180074257,2019-12-27 01:43:54
20892,62725,31330452872048,110641390,90227281,2019-12-29 22:54:12
20893,62726,31318844174579,26167337,97667080,2019-12-29 19:40:44
20895,62734,31294508528969,160135616,133591030,2019-12-29 12:55:09
20896,62735,31333656455786,78509316,143547615,2019-12-29 23:47:36
20898,62738,31305850209206,51134277,36054869,2019-12-29 16:04:10
20901,62745,31248772321041,147941492,208806468,2019-12-29 00:12:52
20902,62746,31329880843548,116348362,203692533,2019-12-29 22:44:41
20903,62747,31296570856071,61556313,2555423,2019-12-29 13:29:31
20904,62748,31303780425795,9641401,18298684,2019-12-29 15:29:40
20906,62754,31260519538432,128299931,185062206,2019-12-29 03:28:39
20907,62755,31249773298501,147941492,25294732,2019-12-29 00:29:33
20908,62761,31264337392430,91799978,214814254,2019-12-29 04:32:17
20910,62763,31286859299638,19216692,55409184,2019-12-29 10:47:40
20911,62764,31250337518437,147941492,188870520,2019-12-29 00:38:57
20912,62769,31291071882959,15618985,76465985,2019-12-29 11:57:52
20914,62773,31299551577899,78509316,181565644,2019-12-29 14:19:11
20916,62777,31313821329817,116348362,210446206,2019-12-29 18:17:02
20920,62815,31329879438670,9372692,103352379,2019-12-29 22:44:39
20921,62819,31290587523918,29583,15858765,2019-12-29 11:49:47
20922,62821,31326316449001,195870375,105935455,2019-12-29 21:45:16
20927,62849,31304295436373,120692254,201468555,2019-12-29 15:38:15
20929,62854,31304711221706,139383672,74786961,2019-12-29 15:45:12
20931,62859,31249912595040,54615708,47796681,2019-12-29 00:31:53
20932,62867,31299340509426,156498720,124892999,2019-12-29 14:15:40
20934,62881,31285991943209,54615708,214761095,2019-12-29 10:33:11
20935,62882,31282771398923,87828817,155119124,2019-12-29 09:39:31
20939,62900,31254794219889,96558159,170513590,2019-12-29 01:53:15
20940,62902,31300427610066,91487219,197762839,2019-12-29 14:33:47
20942,62905,31303781287909,54615708,104234094,2019-12-29 15:29:42
20945,62921,31302815287190,6765647,43936173,2019-12-29 15:13:36
20946,62922,31291922141903,147941492,112545005,2019-12-29 12:12:02
20947,62934,31330801354272,61556313,798534,2019-12-29 23:00:01
20948,62935,31326004536561,12537642,38436604,2019-12-29 21:40:04
20950,62940,31281297274755,61556313,35534446,2019-12-29 09:14:58
20951,62941,31317746321884,50970067,25348634,2019-12-29 19:22:26
20953,62949,31248357278139,147941492,76431401,2019-12-29 00:05:58
20955,62957,31370570435892,163014475,86349646,2019-12-30 10:02:50
20956,62959,31391522982984,54615708,206099556,2019-12-30 15:52:02
20957,62963,31366588718349,147941492,214872951,2019-12-30 08:56:28
20958,62965,31384777491086,181050132,57689670,2019-12-30 13:59:37
20961,62978,31339083620641,96558159,153422681,2019-12-30 01:18:04
20962,62979,31369579535203,93295101,37395549,2019-12-30 09:46:20
20965,62989,31368053644400,147941492,170211785,2019-12-30 09:20:53
20966,62990,31334970208799,91799978,32534209,2019-12-30 00:09:30
20967,62992,31381322031812,147941492,103318509,2019-12-30 13:02:02
20969,63003,31359834113042,96757689,42745854,2019-12-30 07:03:54
20970,63006,31356494866045,147941492,90985721,2019-12-30 06:08:15
20971,63010,31402414976153,147941492,208433225,2019-12-30 18:53:34
20975,63026,31378029623501,54615708,15956408,2019-12-30 12:07:09
20977,63037,31403169190512,131711368,211745287,2019-12-30 19:06:10
20978,63038,31419042315343,147941492,45851929,2019-12-30 23:30:42
20979,63040,31410350328311,89768730,126654586,2019-12-30 21:05:50
20980,63042,31378498857863,147941492,86780961,2019-12-30 12:14:59
20981,63044,31335044335644,114919380,64689213,2019-12-30 00:10:44
20982,63045,31418817048525,147941492,198573188,2019-12-30 23:26:57
20983,63047,31395320130075,25924280,158604415,2019-12-30 16:55:20
20984,63050,31363519246373,39938958,134190874,2019-12-30 08:05:19
20985,63051,31409232913107,81087553,100572005,2019-12-30 20:47:12
20986,63052,31355443582132,112904482,135721660,2019-12-30 05:50:44
20987,63071,31379920696379,147941492,264769,2019-12-30 12:38:41
20988,63073,31407026996923,61556313,1993785,2019-12-30 20:10:26
20990,63078,31375859993048,61556313,79452817,2019-12-30 11:31:00
20991,63082,31418281127794,96757644,112053672,2019-12-30 23:18:01
20993,63088,31344760246743,61556313,44629869,2019-12-30 02:52:40
20994,63090,31412380380467,147941492,80060796,2019-12-30 21:39:40
20995,63091,31413940185155,130098983,101231395,2019-12-30 22:05:41
20996,63092,31393434080896,161269907,7506483,2019-12-30 16:23:54
20998,63108,31410813252091,61811194,3802208,2019-12-30 21:13:33
21001,63124,31382095836958,147941492,156175780,2019-12-30 13:14:56
21002,63125,31408093437115,147941492,23961096,2019-12-30 20:28:13
21003,63127,31397136162515,9676950,108047145,2019-12-30 17:25:37
21005,63132,31389062556825,61359433,33922830,2019-12-30 15:11:02
21008,63142,31404762648629,60587222,605530,2019-12-30 19:32:43
21009,63143,31390127910832,131711368,168715081,2019-12-30 15:28:47
21010,63150,31375142909825,147941492,137376528,2019-12-30 11:19:02
21012,63152,31366489036741,61556313,25482149,2019-12-30 08:54:49
21015,63156,31428043212746,147941492,22860273,2019-12-31 02:00:43
21016,63157,31449353686177,147941492,62418467,2019-12-31 07:55:53
21019,63167,31448471756226,39938958,212844301,2019-12-31 07:41:11
21020,63168,31467823114581,147941492,62510003,2019-12-31 13:03:44
21021,63170,31459215047262,96757713,73965039,2019-12-31 10:40:15
21022,63176,31480332838822,9466594,122875628,2019-12-31 16:32:13
21023,63178,31499046038491,154074176,35908528,2019-12-31 21:44:06
21024,63179,31473017002343,61556313,102272297,2019-12-31 14:30:17
21025,63180,31449048729121,147941492,78323193,2019-12-31 07:50:48
21027,63182,31447894674002,147941492,36446670,2019-12-31 07:31:34
21028,63187,31488037065417,147941492,156336859,2019-12-31 18:40:38
21029,63188,31451952565010,54615708,95003582,2019-12-31 08:39:12
21030,63190,31501091596128,173508019,104401371,2019-12-31 22:18:11
21031,63191,31443566180650,147941492,137593433,2019-12-31 06:19:26
21032,63193,31422621758414,89768730,159192266,2019-12-31 00:30:21
21033,63195,31477194043928,147941492,192274520,2019-12-31 15:39:54
21034,63196,31480827692343,147941492,150591684,2019-12-31 16:40:27
21036,63202,31459422945966,801940,78922700,2019-12-31 10:43:43
21039,63215,31455300036296,61556313,8373512,2019-12-31 09:35:00
21040,63216,31457688610372,92566917,171840070,2019-12-31 10:14:48
21041,63219,31488200975581,19216692,137298582,2019-12-31 18:43:20
21042,63225,31456690200775,76668593,166212856,2019-12-31 09:58:11
21043,63227,31471408615926,78509316,199397357,2019-12-31 14:03:28
21044,63233,31498272825838,26974701,94957287,2019-12-31 21:31:13
21045,63235,31477953844543,13026492,189079204,2019-12-31 15:52:34
21048,63242,31430103796746,147941492,132985535,2019-12-31 02:35:03
21049,63243,31468977669824,116525677,115482917,2019-12-31 13:22:57
21050,63252,31474829718836,192785588,77727153,2019-12-31 15:00:29
21051,63255,31468997525374,68716077,184561704,2019-12-31 13:23:17
21053,63259,31421879847768,147941492,813026,2019-12-31 00:18:00
21054,63265,31505442019165,28773787,206806139,2019-12-31 23:30:42
21055,63268,31476465154058,127248364,94985134,2019-12-31 15:27:45
21057,63277,31426588268450,10287,3259200,2019-12-31 01:36:28
21058,63278,31484164234762,147941492,90555565,2019-12-31 17:36:05
21059,63280,31468559426270,61556313,172774258,2019-12-31 13:15:59
21060,63284,31491853525645,66630848,136020720,2019-12-31 19:44:14
21061,63285,31431295315902,145146309,78206381,2019-12-31 02:54:56
21064,63292,31449170317896,147941492,83906835,2019-12-31 07:52:50
21067,63305,31483488993375,147941492,6189119,2019-12-31 17:24:48
21069,63314,31468395153814,61556313,103456361,2019-12-31 13:13:16
21071,63316,31460162066243,43412276,105913304,2019-12-31 10:56:02
21073,63324,31497998208901,99067259,134573371,2019-12-31 21:26:38
21074,63333,31457967399344,15618985,34592569,2019-12-31 10:19:27
21075,63335,31451152144331,147941492,76151932,2019-12-31 08:25:53
21076,63336,31465629349668,147941492,15454087,2019-12-31 12:27:09
21077,63343,31475127415163,96757689,92133150,2019-12-31 15:05:27
21078,63347,31459024736911,53613428,37667741,2019-12-31 10:37:04
21079,63350,31501107339340,115179739,105773737,2019-12-31 22:18:28
21080,63351,31475010928083,61556313,21354863,2019-12-31 15:03:30
21081,63354,31486670165014,61556313,202179949,2019-12-31 18:17:51
21082,63357,31473847914890,21534934,64999135,2019-12-31 14:44:07
21083,63359,31494375236566,61556313,35714365,2019-12-31 20:26:15
21084,63360,31498302845441,161929554,48191187,2019-12-31 21:31:43
21085,63362,31467344899229,147941492,31527564,2019-12-31 12:55:45
21087,63372,31187456512401,61359433,53415124,2019-12-28 07:10:57
21089,63376,31244902166502,27015534,125637243,2019-12-28 23:08:22
21090,63377,31186100105621,147941492,52097335,2019-12-28 06:48:20
21091,63379,31245827516689,137739819,33554602,2019-12-28 23:23:47
21092,63380,31201903329011,26974701,131068886,2019-12-28 11:11:44
21094,63383,31240336989410,81190174,867317,2019-12-28 21:52:16
21096,63389,31218551549440,86285837,114141358,2019-12-28 15:49:11
21097,63390,31234908007567,61556313,100323018,2019-12-28 20:21:48
21100,63397,31164422915096,54615708,219831,2019-12-28 00:47:02
21101,63398,31166923002176,104278513,188748367,2019-12-28 01:28:44
21103,63401,31190400565022,98768262,94696961,2019-12-28 08:00:00
21106,63415,31239477726242,89768730,20509943,2019-12-28 21:37:58
21107,63418,31163439988617,147941492,28796,2019-12-28 00:30:39
21108,63419,31192210055946,147941492,172717486,2019-12-28 08:30:10
21110,63421,31206669204281,147941492,75727769,2019-12-28 12:31:10
21111,63423,31215763023732,61556313,2105906,2019-12-28 15:02:43
21112,63431,31164295637696,49674796,12314848,2019-12-28 00:44:56
21113,63439,31225501952556,147941492,40200630,2019-12-28 17:45:01
21114,63441,31233034736706,54615708,8906212,2019-12-28 19:50:34
21115,63444,31209387163696,147941492,194642206,2019-12-28 13:16:27
21116,63446,31226539198837,156248768,438728,2019-12-28 18:02:19
21120,63469,31225614860913,182853378,191553,2019-12-28 17:46:55
21122,63478,31231143827282,167906285,21787380,2019-12-28 19:19:03
21124,63482,31215795242440,161929554,6066181,2019-12-28 15:03:15
21125,63490,31194231099561,64112798,87861268,2019-12-28 09:03:51
21128,63500,31190553010785,9641401,103738047,2019-12-28 08:02:33
21129,63503,31171353222960,147941492,44589282,2019-12-28 02:42:33
21131,63506,31220630884380,147941492,90512870,2019-12-28 16:23:50
21133,63509,31175911632087,147941492,4138277,2019-12-28 03:58:32
21135,63513,31206527198922,147941492,199870876,2019-12-28 12:28:47
21138,63523,31244964786054,61556313,112693769,2019-12-28 23:09:24
21142,63539,31236995774492,187342268,1761705,2019-12-28 20:56:36
21143,63547,31165464948882,25924280,64373922,2019-12-28 01:04:24
21144,63548,31247311275256,61556313,129854066,2019-12-28 23:48:31
21146,63560,31215746725963,84301799,83768954,2019-12-28 15:02:26
21147,63561,31214325414975,192608876,4126327,2019-12-28 14:38:45
21149,63563,31189312979912,13436301,195918606,2019-12-28 07:41:52
21150,63569,31240647324220,27015534,559922,2019-12-28 21:57:27
21151,63572,31215824950811,70009992,2894235,2019-12-28 15:03:44
21153,63578,31206550610299,61556313,116145264,2019-12-28 12:29:11
21156,63582,31212948790770,66232769,23358868,2019-12-28 14:15:49
21157,63584,31210864439382,147941492,16950820,2019-12-28 13:41:04
21158,63586,31225167143609,61556313,49109708,2019-12-28 17:39:28
21159,63587,31204484149362,148917764,189631941,2019-12-28 11:54:45
21160,63588,31233772644889,156498720,214721816,2019-12-28 20:02:52
21162,63593,31235595936643,4149345,111831405,2019-12-28 20:33:15
21163,63595,31384244676267,147941492,104509004,2019-12-30 13:50:44
21165,63605,31359868694947,147941492,112551283,2019-12-30 07:04:29
21166,63606,31334472031645,147941492,207218253,2019-12-30 00:01:12
21167,63609,31360759944371,126639670,84261749,2019-12-30 07:19:19
21168,63614,31374392235297,147941492,7881970,2019-12-30 11:06:32
21170,63616,31420721447525,78509316,52422128,2019-12-30 23:58:41
21171,63620,31401966368470,61556313,154280938,2019-12-30 18:46:07
21172,63623,31378493683905,61556313,173992146,2019-12-30 12:14:54
21173,63625,31413854035392,25924280,97480030,2019-12-30 22:04:14
21175,63629,31410483271648,91799978,53858804,2019-12-30 21:08:03
21176,63630,31377068361524,96558159,156722497,2019-12-30 11:51:08
21177,63632,31385446477774,147941492,143137687,2019-12-30 14:10:46
21178,63634,31379180091875,147941492,60509671,2019-12-30 12:26:20
21179,63635,31377512067368,147941492,103710649,2019-12-30 11:58:32
21180,63637,31404100515998,84301799,105506575,2019-12-30 19:21:41
21181,63638,31339120892475,147941492,57543096,2019-12-30 01:18:41
21182,63642,31375173739240,150553948,59305291,2019-12-30 11:19:34
21185,63651,31370714423965,93295101,18068617,2019-12-30 10:05:14
21186,63652,31337186502112,131974582,136907298,2019-12-30 00:46:26
21187,63659,31403059529199,126639670,168182223,2019-12-30 19:04:20
21188,63661,31405721483639,147941492,13592948,2019-12-30 19:48:41
21189,63663,31362594426012,91799978,65329388,2019-12-30 07:49:55
21191,63667,31371742543479,18254273,42407066,2019-12-30 10:22:22
21192,63669,31365990422940,54615708,42077881,2019-12-30 08:46:31
21193,63672,31413145044175,63001696,215269772,2019-12-30 21:52:25
21195,63681,31384820099887,24013303,143219972,2019-12-30 14:00:20
21198,63690,31401686761270,132834615,188090254,2019-12-30 18:41:26
21200,63692,31380171288909,61556313,72991718,2019-12-30 12:42:51
21201,63694,31379004614776,96757713,55385101,2019-12-30 12:23:25
21204,63708,31354188744649,54593828,127366814,2019-12-30 05:29:48
21206,63714,31418543173504,10159,47426114,2019-12-30 23:22:23
21208,63720,31371434753736,108064389,8847994,2019-12-30 10:17:14
21209,63731,31335476032645,16001939,138306273,2019-12-30 00:17:56
21210,63732,31367576352186,122218940,214956998,2019-12-30 09:12:56
21211,63738,31409747571466,61556313,100653998,2019-12-30 20:55:48
21213,63741,31415307428322,64909117,90000437,2019-12-30 22:28:27
21215,63743,31396811658801,147941492,46707205,2019-12-30 17:20:11
21219,63752,31334437637387,117079735,72530388,2019-12-30 00:00:38
21220,63754,31360297094864,147941492,13259210,2019-12-30 07:11:37
21221,63755,31377020380014,134145022,77645304,2019-12-30 11:50:20
21222,63757,31413890028769,16001939,192988962,2019-12-30 22:04:50
21223,63760,31393869484545,147941492,67136227,2019-12-30 16:31:10
21225,63770,31418886315515,72368641,38506686,2019-12-30 23:28:07
21226,63771,31417045311264,143153795,40083785,2019-12-30 22:57:25
21227,63773,31385224897447,24013303,135952,2019-12-30 14:07:04
21228,63775,31388893626881,161269907,111651190,2019-12-30 15:08:14
21229,63777,31384947249423,92566917,852896,2019-12-30 14:02:27
21231,63779,31381173237588,10159,157091574,2019-12-30 12:59:34
21232,63782,31357776227390,54615708,66334349,2019-12-30 06:29:36
21233,63784,31398619900466,171496968,31229125,2019-12-30 17:50:19
21234,63787,31418958394051,147941492,211174143,2019-12-30 23:29:18
21236,63793,31376074696101,147941492,131422008,2019-12-30 11:34:34
21238,63803,31358677077814,147941492,190222721,2019-12-30 06:44:37
21241,63812,31385269497424,54615708,209013360,2019-12-30 14:07:49
21243,63816,31409377932876,61556313,6581396,2019-12-30 20:49:37
21244,63818,31406843374424,181653293,63474282,2019-12-30 20:07:23
21245,63826,31411413949121,64909117,67151441,2019-12-30 21:23:33
21246,63827,31409263010101,32504026,2234978,2019-12-30 20:47:43
21247,63829,31395401933001,129460270,61872132,2019-12-30 16:56:41
21250,63837,31255512108613,147941492,163513604,2019-12-29 02:05:13
21251,63839,31252757961445,66861410,72187227,2019-12-29 01:19:17
21254,63848,31327122588758,18173522,116748108,2019-12-29 21:58:42
21255,63849,31334274154262,147941492,6451067,2019-12-29 23:57:54
21256,63850,31331491808233,90483698,88368756,2019-12-29 23:11:32
21257,63852,31250683968975,84866704,9422702,2019-12-29 00:44:43
21260,63859,31248381148102,84301799,40916458,2019-12-29 00:06:22
21261,63860,31255156219001,114919380,367119,2019-12-29 01:59:16
21262,63861,31299482641778,51831798,154076397,2019-12-29 14:18:03
21263,63864,31256570718157,182853378,173695118,2019-12-29 02:22:50
21264,63865,31293716239762,24013303,180863585,2019-12-29 12:41:57
21265,63870,31310956431972,147941492,57930969,2019-12-29 17:29:16
21267,63875,31299318112516,134946458,214778616,2019-12-29 14:15:18
21270,63884,31252176867052,137739819,89196824,2019-12-29 01:09:37
21272,63887,31300395908275,25924280,725284,2019-12-29 14:33:15
21273,63888,31320063704226,68716077,43900335,2019-12-29 20:01:03
21274,63889,31332787518192,147941492,26056080,2019-12-29 23:33:07
21275,63895,31334243133568,130118966,43078095,2019-12-29 23:57:24
21277,63904,31262275991761,107189025,35639374,2019-12-29 03:57:55
21279,63908,31248862597640,155143347,13739380,2019-12-29 00:14:22
21280,63909,31288620873877,61556313,12636327,2019-12-29 11:17:01
21281,63911,31312159059077,16732896,3684105,2019-12-29 17:49:19
21282,63912,31305135517571,191285578,214925963,2019-12-29 15:52:15
21283,63913,31314095436803,61556313,180660895,2019-12-29 18:21:35
21284,63919,31283396323104,143281052,210746171,2019-12-29 09:49:56
21285,63920,31316157809865,61556313,111546354,2019-12-29 18:55:58
21286,63923,31324550235764,78509316,33285676,2019-12-29 21:15:51
21287,63924,31248011352849,54615708,212453662,2019-12-29 00:00:12
21289,63927,31302176098113,61556313,85399026,2019-12-29 15:02:56
21290,63928,31324726716236,147941492,112382361,2019-12-29 21:18:47
21293,63934,31305442462374,147941492,21182436,2019-12-29 15:57:22
21294,63935,31331767757565,119595148,87291506,2019-12-29 23:16:07
21295,63944,31325768369240,36641013,31635074,2019-12-29 21:36:08
21296,63945,31268334364420,32504026,36172374,2019-12-29 05:38:54
21297,63953,31306333026008,61556313,183381647,2019-12-29 16:12:13
21299,63957,31297541655088,92566917,160824636,2019-12-29 13:45:41
21302,63967,31283193868862,96460204,92508287,2019-12-29 09:46:34
21306,63979,31261352834039,147941492,179227825,2019-12-29 03:42:33
21307,63981,31309939728482,147941492,18753074,2019-12-29 17:12:19
21308,63982,31252069054254,61556313,622053,2019-12-29 01:07:49
21310,63987,31307325496648,43412276,125821142,2019-12-29 16:28:45
21311,63989,31295335104726,147941492,29322873,2019-12-29 13:08:55
21312,63990,31290513716611,147941492,188609349,2019-12-29 11:48:33
21314,63994,31279938853704,147941492,60920040,2019-12-29 08:52:19
21315,63996,31313556948765,69681267,214877676,2019-12-29 18:12:36
21318,64006,31325517221299,147941492,29325663,2019-12-29 21:31:58
21319,64007,31327107080916,84301799,140832289,2019-12-29 21:58:27
21320,64010,31332521925072,51487211,5307816,2019-12-29 23:28:41
21323,64022,31280223146192,26974701,17840140,2019-12-29 08:57:03
21324,64027,31321100749910,147941492,48467572,2019-12-29 20:18:20
21325,64030,31300873975910,61556313,5246671,2019-12-29 14:41:13
21326,64031,31331114952152,54615708,89133526,2019-12-29 23:05:14
21327,64040,31299772901923,61556313,3003729,2019-12-29 14:22:53
21328,64045,31297953428449,85459176,214897386,2019-12-29 13:52:34
21330,64047,31301286539320,156498720,97667090,2019-12-29 14:48:06
21331,64048,31333804473407,9641401,70878478,2019-12-29 23:50:04
21332,64049,31265927145194,114919380,94483597,2019-12-29 04:58:48
21333,64050,31261680676972,147941492,15450548,2019-12-29 03:48:00
21334,64051,31254792020162,147941492,173502800,2019-12-29 01:53:12
21335,64054,31292581235938,61556313,89876409,2019-12-29 12:23:02
21336,64061,31296433205802,140626153,137999,2019-12-29 13:27:14
21338,64064,31308787274124,157607264,55508005,2019-12-29 16:53:08
21340,64069,31285102041777,61556313,1713337,2019-12-29 10:18:22
21341,64080,31147608708720,95458810,43068693,2019-12-27 20:06:48
21342,64081,31152528771551,75622223,189706422,2019-12-27 21:28:48
21344,64090,31081698936356,89768730,114428089,2019-12-27 01:48:18
21346,64092,31114758888163,78509316,83820434,2019-12-27 10:59:19
21347,64093,31111204410550,63001696,65963659,2019-12-27 10:00:04
21349,64098,31075295624201,147941492,195235808,2019-12-27 00:01:35
21353,64106,31113343486710,43412276,772835,2019-12-27 10:35:44
21355,64114,31156348726005,116525677,213892560,2019-12-27 22:32:28
21358,64125,31075789253127,147941492,204909275,2019-12-27 00:09:50
21359,64127,31139750284912,112904482,160670408,2019-12-27 17:55:51
21362,64140,31142988438048,32504026,8270972,2019-12-27 18:49:49
21363,64142,31081482061471,87621695,144854185,2019-12-27 01:44:42
21364,64144,31148923536951,54615708,73787254,2019-12-27 20:28:44
21365,64147,31160469173468,19216692,193338089,2019-12-27 23:41:09
21366,64152,31108939929662,154074176,46904052,2019-12-27 09:22:19
21367,64153,31082782969783,47415942,88857559,2019-12-27 02:06:22
21368,64158,31105881693949,147941492,83041752,2019-12-27 08:31:21
21369,64161,31156530717194,161269907,110658238,2019-12-27 22:35:31
21370,64166,31136970618008,91639906,90500294,2019-12-27 17:09:30
21371,64167,31103565998432,154074176,160627338,2019-12-27 07:52:45
21372,64168,31139894164543,92566917,110687055,2019-12-27 17:58:14
21373,64171,31153641699125,61556313,170622657,2019-12-27 21:47:21
21375,64174,31121026238138,61556313,89576070,2019-12-27 12:43:46
21376,64179,31126951225967,61556313,12060742,2019-12-27 14:22:32
21377,64181,31124352953922,147941492,79119192,2019-12-27 13:39:12
21378,64184,31158458032865,64909117,27298417,2019-12-27 23:07:38
21379,64195,31159285354363,147941492,207611950,2019-12-27 23:21:25
21380,64196,31140283536776,61556313,89229258,2019-12-27 18:04:43
21383,64203,31126060622005,45084184,33360803,2019-12-27 14:07:41
21384,64205,31129172314118,91487219,2377156,2019-12-27 14:59:32
21385,64208,31080029014936,47415942,12735490,2019-12-27 01:20:29
21386,64210,31085191346559,18173522,48186554,2019-12-27 02:46:31
21387,64211,31104900311549,61556313,93911241,2019-12-27 08:15:00
21389,64224,31154873608775,91487219,154047149,2019-12-27 22:07:54
